review_Id,comment_text,author_id,creation_time,rating,creation_date,polarity,Average
1841,"great	i love what this app does even without a data signal the gps works well. import to google maps & drive is awesome works well w/ zephyr bluetooth heart rate monitor. 1 warning: it seems to consistently report a distance farther than that actually travelled.","		cid-gp:aoqptogei_r_tg2bdaw9sarxmxavkhwcri-vsfiqyyabhehvomou9caszfqtlskgdhqj4rswdzezs5kiqihyka","		thu jan 09 05:21:13 nzdt 2014",4,9/01/2014 5:21,Good,
1842,"viregood	excellent.","		cid-gp:aoqptoevrgurbhnear08_bg2ycyyjrqnkjul5irgdpteusr2e6qonep4gjjtgx38bqnpq20ilnabusfpkvbfew","		thu jan 09 05:19:53 nzdt 2014",5,9/01/2014 5:19,Good,
1843,"gps	ok.","		cid-gp:aoqptohaxgoctrjdnbldwlgnzjhevlvahsu7td9lc_yuxmy9_yffw6tsvfqfyodcqkhlwsyzp8uv58oom6ebyw","		thu jan 09 01:33:24 nzdt 2014",5,9/01/2014 1:33,Good,
1844,"very useful	i have a bad memory of places and roads thats when this app comes in handy. very ùseful :.","		cid-gp:aoqptohwpuk3vqwkqbfpuazb8qjjzgmlomhckywgafcvw8xxk7lslblt5qyf5s6sisclhjumreyj54rfgafzxq","		wed jan 08 22:43:01 nzdt 2014",5,8/01/2014 22:43,Good,
1845,"nice	lovely.","		cid-gp:aoqptoe2ho3nqenb4ldo0ihca_vyvtsff1gorvq1efies1scqvky4wohts9fhbcbxvp22gbdyuhnos8nb3ux2g","		wed jan 08 19:28:15 nzdt 2014",5,8/01/2014 19:28,Good,
1846,"gps	very good.","		cid-gp:aoqptogk7ixqjjzudybvwdmbrzq9niytccatc-if1d0qbsx8bnbozn64udk03iz8vur6vbkp-bjmk-pum_49dg","		wed jan 08 09:43:46 nzdt 2014",5,8/01/2014 9:43,Good,
1847,great app.,"		cid-gp:aoqptohjdpjeqkkqbqpfxkmafgvdjrwg_j1vgs928fp20clzdeyw4smmufhwfpfcltd4vwbdvuzznn7m0smdag","		wed jan 08 07:09:48 nzdt 2014",5,8/01/2014 7:09,Good,
1848,"please....	bring back the upload to google option.","		cid-gp:aoqptoed3xxm-6qupzpfhzur81zkouqljne1bbqlflcunvs3ifcl3vaqoarb_y7bxxip09csjguo0cvqeeuhqw","		wed jan 08 06:27:28 nzdt 2014",2,8/01/2014 6:27,Bad,
1849,"最棒的位置记录统计应用！	最棒的位置记录统计应用！但是什么时候出ios版本的，之前用android，现在使用ios设备依然想使用这个应用！.","		cid-gp:aoqptogqxwcqlafpj6kyelhfmxeoqnfawtoxxyplyorvgkdqs_tojotj3szp6swpymxqugzz5l8_4hiozulffw","		tue jan 07 22:10:27 nzdt 2014",5,7/01/2014 22:10,Good,
1850,"a+ app	very accurate easy to use...","		cid-gp:aoqptof2e9gbfx7hw-g8xwxcw-dtjnz35rmb3b24f6ompfcrlaxxb0b1aawwry_fjt83svira84sf2wd-524dg","		tue jan 07 20:06:42 nzdt 2014",5,7/01/2014 20:06,Good,
1851,"sum work needed	u need to fix scrolling left to right on map and make it stop jumping pages.","		cid-gp:aoqptoe0mualibnxl3t39ghp4kolm6yp9pgny5zxdawxwdklgssqg5d8zc0l5hs0be5z1jf_mrhcmowcb8g4jw","		tue jan 07 18:40:29 nzdt 2014",4,7/01/2014 18:40,Good,
1852,"waiting for gps  issue.	""my tracks"" doesn't appear to work if ""wi-fi & mobile network location"" setting is turned off in android 4.3 jellybean. it's positioning function appears to rely on this setting to initiate the recording rather than just using the gps.   note: with the ""wi-fi & mobile network location"" setting on - it will start recording properly however battery drain increases significantly. - on a galaxy nexus battery life decreased from 18 - 20hrs usage on a full charge to 8 - 10hrs before needing another charge.","		cid-gp:aoqptoh9cmjkye8kp8jytfkh6lqbavobn876jab3z4oxmfjmsdxql24sqoapda3zstaqk4mesxsyh3_kr-q34q","		tue jan 07 16:00:13 nzdt 2014",1,7/01/2014 16:00,Bad,
1853,"needs bt 4.0 compatibility	needs bt le/bt smart compatibility for heart rate sensors.","		cid-gp:aoqptoeu1zcenjn3hxukab2amgbcaoks_s2oxdkccuoed_rch2cbwdileutajbnp-pcgxhj54e7ypcavbe3p1w","		tue jan 07 12:28:37 nzdt 2014",2,7/01/2014 12:28,Bad,
1854,stupid.,"		cid-lg:aoqptoe4tv5as2polbt0u1wvcz7lyxr4ok9n5qrd_miskgokipkulncidnekplrmdir5dnnhco3p3trrslpaea","		tue jan 07 11:25:08 nzdt 2014",1,7/01/2014 11:25,Bad,
1855,"update fails with package not signed correctly	for some time i cannot update the app on my motorola ddroid 2. update fails with package not signed correctly message. now the gps tracking does not work at all. : please fix it.","		cid-gp:aoqptof0vtxcqsyapearif_2tso4etpywsiwmk3loy1uro-pnv8qa3492kds41gksk58hndx9pqp9sndqiz75q","		tue jan 07 11:05:36 nzdt 2014",2,7/01/2014 11:05,Bad,
1856,good.,"		cid-gp:aoqptogyhg2fa1kbcfup7maka2jrjul92xjhmkvky6azugnmibhvvfl4y86xl-hcn_vd_4rrk1hfhpsjhrvjdg","		tue jan 07 09:23:21 nzdt 2014",5,7/01/2014 9:23,Good,
1857,"good app - used daily	i see occasional drop-outs but not enough to support the ""1-star"" raters. i tried ""everytrail"" & rated it 3 vs 4 for mytracks agreeing with others. good stuff: free and no ads. replay with earth showing satellite images. smart map caching - see street map for local area even with all connections disabled. feature request: append current trail to a saved trail and merge saved trails.","		cid-gp:aoqptofwie8awxhkys8wg1v53nswtaxpvjikct9zauomv7yhoszx0aygkswc2lkhuqsicceqidkfoxmg5qwodg","		tue jan 07 06:44:31 nzdt 2014",4,7/01/2014 6:44,Good,
1858,"good but found a bug	i noticed that the app works great unless i forget to put my phone on airplane mode it work until some other app stops it and it doesn't resume until i stop trackit and start it again.","		cid-gp:aoqptohld7bdli8mbdcig9w3ewbsike3lduvw88thoelgjhrrx8gszgevfva0xbu5fzg0hxqp2e47ow_rqspzq","		tue jan 07 05:34:50 nzdt 2014",3,7/01/2014 5:34,Good,
1859,"this app works very well and	the app is very easy to use and also gives you lots of information about your trip not many bugs and never crashes really. and probably did the few extra things i didn't even know what to do. this app is also really cool if you download the google earth app and then some watch your trip.","		cid-gp:aoqptof-z4wiw196i39wsnnxy1i1dwb2bei_y44swhz--38x8plq9ytvcbtx74v6fclnj4kl0b0fxqngwrkutq","		tue jan 07 01:11:18 nzdt 2014",5,7/01/2014 1:11,Good,
1860,"bugs were fixed	the errors found in previous version were fixed.","		cid-lg:aoqptofwr2ajsi_kiot7nciiy1rlt3i4yktczdmyf1kehupphkbezni9kbx8-ngrlwetlyd9_rtwsah896f7za","		tue jan 07 00:18:12 nzdt 2014",5,7/01/2014 0:18,Good,
1861,"ینی دمت گرم	خوشم میاد دهن اپل و صاف کردی.","		cid-gp:aoqptogm2gidxj8y0_1vjzsficxwa8qht_hrsuijpj9tpy0jl10n_rdvqrithth9zibtxmtqvjfhedeawydveg","		mon jan 06 14:26:31 nzdt 2014",5,6/01/2014 14:26,Good,
1862,"esta bien	sr puede mejorar interactividad y el diseño.","		cid-gp:aoqptoftids2k_adzk-negutjt-hxtpemes0nzwiyi1oec-a3nma9njd6x1lpxz9691kekyf1rwjw6vktjba0w","		mon jan 06 12:50:10 nzdt 2014",3,6/01/2014 12:50,Good,
1863,"love it	works great for tracking my runs. gives accurate location and distance. thanks google.","		cid-gp:aoqptogmfgtec8oymzgjqzqlrqykv5qr4x_jw-fdlxbnpksylwne7hzonhsakqzrpmykfeaxsick06zdzjhyoa","		mon jan 06 10:44:44 nzdt 2014",4,6/01/2014 10:44,Good,
1864,great app.,"		cid-gp:aoqptofucthd9vsjdaihazdfncarxigtki-87pxnpnpdekuqsxfwak4zjfe9cupcq0ez9a90wz4izomwkedpya","		mon jan 06 07:37:37 nzdt 2014",5,6/01/2014 7:37,Good,
1865,superb.,"		cid-gp:aoqptoeh2qyvdcqpaaidfxcq9d4fzqbpod3uxcpe89vtu1ogwddfgakfudhyw45u4zp_xemogdnadf80689wjw","		mon jan 06 04:32:21 nzdt 2014",5,6/01/2014 4:32,Good,
1866,revolutionary..,"		cid-gp:aoqptoewr1egxi5rnpwnvzfocduninjomstqcif_9wbvxw5ed-ymw-xvtocpvczpcunydakbd8i1_bx0q7ohzg","		mon jan 06 03:20:10 nzdt 2014",5,6/01/2014 3:20,Good,
1867,great app for running.,"		cid-lg:aoqptoflxpzpjtu_ukacon0rn4byat6xter3u3zl_dvgftdr-ww0hgc9ragjkuryq8ypidsvg4hpmjpveay9yq","		mon jan 06 00:42:14 nzdt 2014",5,6/01/2014 0:42,Good,
1868,"trust	truu area.","		cid-gp:aoqptofswkvj1nzbexsderst1ryfm8qvk6z6iwwpubigl-i5srfcndva9bch0wzku1_a3dzua-w8ku866qjwfw","		sun jan 05 18:06:46 nzdt 2014",3,5/01/2014 18:06,Good,
1869,"great app	great.","		cid-gp:aoqptofo6twykczhikxqfyeiqf6uppzlwrwi4rsclpiwexiitjwmbsdnevnjtnw3-atgikcc4bljwtdmitczkg","		sun jan 05 16:04:29 nzdt 2014",5,5/01/2014 16:04,Good,
1870,"so active	very effictive app. whatever you think to do it will help you very excellent.","		cid-gp:aoqptohizcuhmh3yjjpoyr3eozznvtt1reqsw62flporusyp0kkyrpbv80emujdbcirgv1haadeiuc02qxymhw","		sun jan 05 12:45:18 nzdt 2014",5,5/01/2014 12:45,Good,
1871,"works great	this works without fail every  time i go for a run. i mix my route up from time to time and it records it exactly. i like how it shows the elevations as well.","		cid-gp:aoqptogpaq1sfeng97crdomeojznd8uf0hfwegeiz804bxqdyl7s3xmg3y3r0tmrrpnmph3ib-bre4ztdnghww","		sun jan 05 11:21:37 nzdt 2014",4,5/01/2014 11:21,Good,
1872,"good	good application.","		cid-gp:aoqptoez00xim_jabdzmxmywpyautlowwpfb697t7zwsip6qktydyht7znhf8cl1ek0hhthpeitvtouapwxyyg","		sun jan 05 10:38:08 nzdt 2014",4,5/01/2014 10:38,Good,
1873,"good app. needs more heart rate info integration.	i've started using this app along with zephyr hxm bluetooth wireless heart rate sensor and it works pretty well.  the only thing i wish it would do is not only keep track of my heart rate under charts but also under stats.  peak average and low heart rate info would be awesome  also having the ability to alert at predefined heart rate targets.","		cid-gp:aoqptogh_qnpklhbbhyadgmhpn_njz_szwk9nakcb8q7ahhq1o8_lejnmkjumkfcw3gfxejqd-sm5qonvhfjjg","		sun jan 05 07:57:08 nzdt 2014",3,5/01/2014 7:57,Good,
1874,"dobrý sport tracker	zatím nejlepší program který jsem vyzkoušel. dobré statistiky funguje spolehlivě.","		cid-gp:aoqptoeswfu7_fvtgb275ejf-etuncxvffmmyacb9zxjntumwngwjgnozpxhrnvjsypablcpve4w-mcf0_cudq","		sun jan 05 05:33:21 nzdt 2014",5,5/01/2014 5:33,Good,
1875,"hi	good.","		cid-gp:aoqptohybc07it_vxd2zybwp_-h7twlhjlgichu1z9p9qnxmtoaokj1wexn80lge-t2mopkx_j66dkblhd0odg","		sun jan 05 05:31:57 nzdt 2014",5,5/01/2014 5:31,Good,
1876,good.,"		cid-gp:aoqptofo1c7pdlgqpuem1mkp6wxkug6pghsc2x2bu_6g38nyh3xs4j4sn-jombkra87yin9hqeaoxouvnafbxq","		sun jan 05 03:57:43 nzdt 2014",5,5/01/2014 3:57,Good,
1877,"lacks too many features	nice concept but lack too many features like social media and trophies.","		cid-gp:aoqptohxwjsyewq04xcykew8hhnb7kaevxdvmiu7narbwrxak5czuy6ovelp3zdvje66gfddtiwcagksn2vo1a","		sun jan 05 03:03:01 nzdt 2014",1,5/01/2014 3:03,Bad,
1878,"simply works kudos google	it works surprisingly well and was easy to get started in about a minute. was very accurate recording erratic dog walk.  yet again...   thank you google.","		cid-gp:aoqptofzsff2jtfd_2h_ygsuqnzl73hgksit6qxhcte3mdpxcdug8plvtvjde9yyvy_0zk272fgyzbfayb5saq","		sat jan 04 15:57:20 nzdt 2014",4,4/01/2014 15:57,Good,
1879,"fails to install on n5	just stays in the installing mode for ever.  icon never appears.","		cid-gp:aoqptoev91yuwm0otzz6sldrkitgm7arvsyuthi-xzcki-8vodsh1pv0agxq22zoxxz5oeritpmk4vyt8dmckw","		sat jan 04 12:16:11 nzdt 2014",1,4/01/2014 12:16,Bad,
1880,great app. would be better with a pedometer though.,"		cid-gp:aoqptofzuxa6afl0lshbvgzflvw2zncf2ptu-4r7b5s8jjwuzkg4gffxv5wkkwcorq-rerefwo3w4hfzige7jg","		sat jan 04 09:13:49 nzdt 2014",4,4/01/2014 9:13,Good,
1881,"fh	i need to measure distance from my location to my mannual entry places.","		cid-gp:aoqptohtoco6yxut0oer3ulgkuufedvl9fyrvis96r57gvwnrxwftsdhcspw5prkrzmfw9dqajyjumcknzviiq","		fri jan 03 21:54:38 nzdt 2014",3,3/01/2014 21:54,Good,
1882,4 stars because it could be much better.,"		cid-gp:aoqptofy4muqkux-3ltdhdnntlorkzu713oi_vqtgdc4c9w3o48trrzwzgzvdzi2lmuynx0e4jmfumnh74kmpa","		fri jan 03 12:24:57 nzdt 2014",4,3/01/2014 12:24,Good,
1883,"good apparently	nice.","		cid-gp:aoqptogrhn35a0t0ypmavnrbtyyk9m0tc5v4iacuo9aoekbv8zd1yxpgcpccugww7dvdggjdsdhdhmtovufsha","		fri jan 03 07:10:15 nzdt 2014",5,3/01/2014 7:10,Good,
1884,i use this app every weekend. it is great. syncs with both my tablet and galaxy s3.,"		cid-gp:aoqptofp8ec4s2rdlz6zcqmn_c7tr1kziradomwnfvi9dsupdkvhwyzjwk0fjiekemjb5jfcwhtxqoryezwlrg","		fri jan 03 06:57:51 nzdt 2014",5,3/01/2014 6:57,Good,
1885,"awesome	fatafati.","		cid-gp:aoqptohjvhdvht0vztiikhszx8p89wijosojb0amax60r_ajm9hlhx6kuprybzdk-xtfeagxmztutv5txjungq","		fri jan 03 05:10:14 nzdt 2014",5,3/01/2014 5:10,Good,
1886,"good	google is always good & has amazing apps love google.... highly recommended. . for all.","		cid-gp:aoqptogcp8vunwmar3jytacujq6fbp4svrc3qrdaegigtc7epy6nqs6cyf55ecrphxzclobkp9suh8bayii9uw","		thu jan 02 22:33:24 nzdt 2014",4,2/01/2014 22:33,Good,
1887,"nice	need to improve for android 2.2.","		cid-gp:aoqptohfru4x6py4ftv4lvhbjlllhhjljlahlnfujyrsnng7ystptdsdt4zkr59vuw4mboopplnd5gsiysgoqw","		thu jan 02 14:30:40 nzdt 2014",4,2/01/2014 14:30,Good,
1888,"one of the best	works well.  not as good as cyclemeter on ios and i am still in search of a true replacement for it. comparing my tracks used in conjunction with tracks2miles and runbot both of these apps are good but cyclemeter is great.","		cid-gp:aoqptoelocv1vbn3rbukhhxwzdr_jgukdra8n-bt7zbrhzvb4hpsjpl1jaxtavnubfh_4rtponhjxp9ozjyl2q","		thu jan 02 11:34:53 nzdt 2014",4,2/01/2014 11:34,Good,
1889,"been using for 3 month its the app i found for walking bicycling kayaking removed app the other app.  this app so easy a monkey can learn to us it.	its so easy a monkey can learne to us it. you press start when done press stop. pick the exercise you did press finish. wala done. read your  time you stated miles tracks.  a monkey can do that. except for the reading part.","		cid-gp:aoqptofetkjvlqrslhpyta7bbiy7kwgkesns3ibltjsua-ndoq-ezdtnmn19jrlu0ix3rfpncwhrroixjctf4q","		thu jan 02 07:28:35 nzdt 2014",5,2/01/2014 7:28,Good,
1890,"best	best for counting km or m.","		cid-gp:aoqptogaepu2rmhfaifjrhnxpkcx9nb4xfu726zuivslpsyep0fnm4lqrn8tcvimfuqtsm2gg73efq2hreeatq","		thu jan 02 06:05:56 nzdt 2014",4,2/01/2014 6:05,Good,
1891,"update disappointing	new version no better than previous version. in fact worse. bring the old one back please. it was my favourite app.","		cid-gp:aoqptohffhl4nvro6rmg_ezy-yo9pnq4aaosm2q4vnphcuscqt0huwg0hlfydbq7ksppiw0ogzmgagnmyhz6ea","		thu jan 02 05:18:03 nzdt 2014",3,2/01/2014 5:18,Good,
1892,"i like it	super.","		cid-gp:aoqptogaxo1yw3v8vbo3ottshjernjce52csvl7fzdfihhikarii-z0xp1h60mbd5jafpvczy7gbxdcmesq0zg","		thu jan 02 03:08:34 nzdt 2014",5,2/01/2014 3:08,Good,
1893,"good but	it is offset when i ran it said i was a fair way off the road when i was on the road and couldn't track when i took off road paths. would be great if you could just have mapped out exactly the run you did without any gaps then it wouldn't matter so much if it was a bit offset.","		cid-gp:aoqptohuxkn_uhpk_2zmynj2z7xiaqafpzeqc1zjdan99yoji5azdg_j_gzkt2uubbz2br_vcjfhqmypiemgiw","		thu jan 02 02:58:03 nzdt 2014",3,2/01/2014 2:58,Good,
1894,"ex	it's good to have this app if you are in the mountain.","		cid-gp:aoqptoejxiykaujfap4avvo6ab55ryyqxcfba7iv5ddddunnc43dkn3-eatdmhcpfirsyflw2jitzmjbzqje0a","		wed jan 01 23:44:11 nzdt 2014",5,1/01/2014 23:44,Good,
1895,"samsung galaxy note 2 at&t	works very well would be nice if there is a way to connect the data to calorie counting applications.","		cid-gp:aoqptoeujwz0hoex9rxxdq95guinzs-nl5ba0wdoclhsdz5b_7aykdncso2qnm-c_1adrkc4sbmhbbzyx15qoa","		wed jan 01 09:06:14 nzdt 2014",4,1/01/2014 9:06,Good,
1896,"awesome	great way to record where you are going and to see where you have been. can record points as well.","		cid-gp:aoqptogm5dciqg0ts5r17q2tm5qyudmpj4jjm02avqmsxs93zxcc4jpv0khplx48pjap4vtrc90w2zrrdipb_g","		wed jan 01 08:33:04 nzdt 2014",5,1/01/2014 8:33,Good,
1897,good.,"		cid-gp:aoqptoejxlqyhxuy9rpzo5kh3yeawu-r_wmlju2oq7z2sxfiqbrrotkyc8wkudmxa4y6228eonbpp4_xdwk7iw","		wed jan 01 02:00:17 nzdt 2014",5,1/01/2014 2:00,Good,
1898,"nice	nice.","		cid-gp:aoqptohsqqwrysm31ysdome-dfju9aqh6k8utsxw2iwnxfllnv_xxzowq4hnxblmcyx6vt88a93wc9d3vvm9ig","		wed jan 01 00:41:25 nzdt 2014",5,1/01/2014 0:41,Good,
1899,"upgraded to the pro version and paid good money. this application has consistently refused to update offering a package not signed correctly. i haven't changed or done anything to cause this. can't seem to transfer data to sd card. i will have to abandon this poor application.	poor application. paid money won't update. no communication channel to developer. poor. poor. poor.application.","		cid-gp:aoqptogv1ovawuldrbihlzbfy9mik1g2fbolha7onawvm9aul8fqsspy1sdy92kccgliawlajngx0ek-ifdydg","		tue dec 31 22:37:50 nzdt 2013",1,31/12/2013 22:37,Bad,
1900,"doesn't work on droid 4 anymore	after updating all i get is ""waiting for gps signal."" even though gps works fine in every other app. i tried clearing data and reinstalling and it just won't work. i used to use it a lot too.","		cid-gp:aoqptogj4bxyar9wlmnz6t-mduojcv7h4jfphvrn83zsmt2e46mrtnj8f7gnetuietksqi_a7kjyv3xj82ihwg","		tue dec 31 02:56:58 nzdt 2013",1,31/12/2013 2:56,Bad,
1901,"yes	use it.","		cid-gp:aoqptoeutrbhugh6sntdh7iv5kapah_8bbw2seesf7l2f9dthdnzilc2pqohrrlum5ngl3mgurs_r7tge1isha","		mon dec 30 23:53:56 nzdt 2013",4,30/12/2013 23:53,Good,
1902,"the best app	ok.","		cid-gp:aoqptogxptgsdc1mxle9h8yirmxzt1k6edqi_pzu-ahovi6jqxfbtokgpyh9lavuem5eorwfledb0w1rolotya","		mon dec 30 22:55:50 nzdt 2013",4,30/12/2013 22:55,Good,
1903,"not good	worst app.","		cid-gp:aoqptogjtifm7zemc6hfitxjyai4qhxh7djv3ytqex1gwb-j5awfr6dpdno0pldxdp-augyjrx3d-_92ppfjlw","		mon dec 30 19:04:15 nzdt 2013",1,30/12/2013 19:04,Bad,
1904,"jos	josgandos.","		cid-gp:aoqptoh00bj1efjfan4qfhmqwtwmmivpfrq6ebxxofkbmxlcn-jartrtdfjdhmkvees_rkpv6y8zm4nt9oh-hw","		mon dec 30 17:05:53 nzdt 2013",5,30/12/2013 17:05,Good,
1905,"good apps	very usefull application. thank you developer..","		cid-gp:aoqptohas3ukahd82_quqtxqqgqdqosv8ijnf0pr6k0ozrgc853zke4fb_pa2zxhvs2esp1cl_mvms43ibjwhw","		mon dec 30 14:41:51 nzdt 2013",5,30/12/2013 14:41,Good,
1906,"what happened?	i used to love this app. download it for a hike and it seems really unstable. i can't log in with gmail it just flashes several times and force closes. it force closed while recording and now my hike is split up into several sections.","		cid-gp:aoqptofejmrsguugie4z3i5waqhaxpmwyawvmh4akfukggcyukfviibi1rg-fdrxhblgkmltpgmkoz1cftxcpg","		mon dec 30 00:13:27 nzdt 2013",3,30/12/2013 0:13,Good,
1907,"good	lite app. easy to use.","		cid-gp:aoqptohd8nlzelksdfolyny-ocyogemg4et7ho2bqzanmm9ttg9mqafqclza0euzg8msbbhecmkjo4blhd3ytw","		sun dec 29 22:31:55 nzdt 2013",5,29/12/2013 22:31,Good,
1908,"great gps exercise tracker	records your track real time and displays position on map stats and announces milestones as completed like distance time ave. speed.","		cid-gp:aoqptogteyhvmls9hyh0mcgzo-fdesuss_k_s2ggiuna-l2gpl58uuweq5x9pdp7u4slzyviyzwvlukfhjvwfa","		sun dec 29 15:07:57 nzdt 2013",5,29/12/2013 15:07,Good,
1909,"cool	dam this great find my way home.","		cid-gp:aoqptogqekn4lja_bee_ovwgypkyzqfkbxebck_4prn4bpnva5xz4gp0gtm2d3kg0koqh0bkdw-y20wjeqtb6q","		sun dec 29 08:01:37 nzdt 2013",5,29/12/2013 8:01,Good,
1910,"gps fix problem	track my walk app was able to get a gps fix and show distance i walked but the distance travelled shown by this app was very bad.","		cid-gp:aoqptohirulqqjjuh_5lc4cxzroggajbclddohn0vleh4wtqeg5wmlg33t7ybgk-y--wyhxnsw7u43l5re4w7q","		sun dec 29 07:17:25 nzdt 2013",1,29/12/2013 7:17,Bad,
1911,"love it	except the distance announcements should be in increments of .5 miles.","		cid-gp:aoqptogn9j2woc_2kcdtatci43-kb8r1wucak-yuqsnu4n5dbfg0y_lup54vggwvvr7w3ulxnkbetxcpzcrydq","		sun dec 29 05:54:42 nzdt 2013",4,29/12/2013 5:54,Good,
1912,"g o o d	ヽ^。^ノ.","		cid-gp:aoqptoei2jqqe_2xfwzvm7txok-dhnwfdkbdkd4nj02sc1hej2iqwperq0xukbktarbqcaod-xsjwyda9nfafg","		sun dec 29 01:10:55 nzdt 2013",5,29/12/2013 1:10,Good,
1913,"good but needs more functionality	add ability to continue recording after stoping one entirely. i sometimes press ""stop"" by accident when trying to zoomout the map.","		cid-gp:aoqptofmlkxitcxdv1lifueyq40_1szku6uqyv9n_9yrm-aujmv0yynm5lcf973phnyisxltoq2oxnxqmahcbw","		sat dec 28 22:01:18 nzdt 2013",3,28/12/2013 22:01,Good,
1914,needs easier way of sharing tracks as embeddable image for non google ecosphere e.g. wordpress blogs facebook.,"		cid-lg:aoqptofp3bvzrqknlykulerhnffdbvd6akpa2hfz0dfmbe3-1sslivi9yq-vsbrquphzbcnfl-fowfpjxqle3g","		sat dec 28 20:58:42 nzdt 2013",3,28/12/2013 20:58,Good,
1915,"great app	after trying other similar apps this one is my favourite. it's free works well it's light on resources and doesn't send you frequent commercial emails as others do.","		cid-gp:aoqptohxzbtpoj1xbeyey-bgbzhvhoa5wspgl5h8pzyiscxjvc39b_xpteszeyz2uqyo4jomcwdbfnm5oravaw","		sat dec 28 19:52:21 nzdt 2013",5,28/12/2013 19:52,Good,
1916,"good	good.","		cid-gp:aoqptohizxk6gsfaulz9ho6dhg1gdgoopnadodcxquw10pm5mrirfohdnjlwxzphyydqs8v7dywwghu8lntqcq","		sat dec 28 19:02:05 nzdt 2013",5,28/12/2013 19:02,Good,
1917,not much good for india.,"		cid-gp:aoqptofoid4afdinwybfaz2zhyhjfr-rwixikee4km73kp_zm8l_mjy91ptepwgpkawvzuup4hmcbkvnb4mhiq","		sat dec 28 17:54:40 nzdt 2013",4,28/12/2013 17:54,Good,
1918,"useful	i use it for my work i'm always visiting new places and it helps me a lot.","		cid-gp:aoqptohfb8yq8mjmm5nhzorlyn2jihlwhxxoohg5-7e1e92wja64wgpuwc6dnzecopvie4dl0fae1wegcaoqwq","		sat dec 28 16:36:44 nzdt 2013",4,28/12/2013 16:36,Good,
1919,good app.,"		cid-lg:aoqptogaxyjaabylp-gsgcj-vjqlamfzokmrzjtztnboqizxjzw37xcd3maylsbno6dq27oku0gllxfmiriifw","		sat dec 28 13:48:48 nzdt 2013",5,28/12/2013 13:48,Good,
1920,great app for route recording.,"		cid-gp:aoqptohu8fnrkcefeigrehwgx_ia8jy0n_blwxwph2qejp0x-t3baglluuh_wrk_fkzihojxxj0_tkokgebsgg","		sat dec 28 04:50:44 nzdt 2013",4,28/12/2013 4:50,Good,
1921,"awesome	works like gps.","		cid-gp:aoqptohp4laudkdixr8egn7o7u6msks1twqyesabnqd86yiwb7kaqemq8lvafpgrvyat9isb9xe0wf1_7iwbww","		fri dec 27 23:39:48 nzdt 2013",5,27/12/2013 23:39,Good,
1922,"da. da.	ni. ni.","		cid-gp:aoqptogtmkoadzgpk4lie6muzcuveyqhphbmalksmjpckp6be3tpvfveuipc0bdkzyh9wuzjyh446eq1yszgwq","		fri dec 27 20:30:42 nzdt 2013",5,27/12/2013 20:30,Good,
1923,"cool	i've been using it and it's a nice app. thx google.","		cid-lg:aoqptoegrgaqthklyczlzt-bjunoyfaloa2j2t6ixeqjpno1ixx5nzhithtdzyjcekdytvmckcxntvbic6mctg","		fri dec 27 16:45:36 nzdt 2013",4,27/12/2013 16:45,Good,
1924,"not	no no no.","		cid-gp:aoqptoednilgm108f-thkggyldbpbb3r8acudjx4camvocknvhkm7rkex16809peofcymx92yigpel9b27ugga","		fri dec 27 14:53:26 nzdt 2013",1,27/12/2013 14:53,Bad,
1925,"better than paid apps	after paying for endomondo premium the app started crashing half way through my workout so i tried using mytracks and haven't looked back. my tracks is stable and doesn't constantly bother me with all the social stuff.","		cid-gp:aoqptohlhyp0bsj--azq4emcyeprfchn3yg3tk2yx4u7wxwvtwsuce-qc03nv6cr1cp_corvkzctloduvrw-4w","		fri dec 27 11:56:54 nzdt 2013",5,27/12/2013 11:56,Good,
1926,"ok	very accurate....motorola atrix works well with this app my old galaxy s just could not cope.","		cid-lg:aoqptoeqlpyw8kgprl8ysxivv6l_rltvjijlkgrssgnsnvhjmyojxo4kehebitksqwuvwmvxqhbqnkykhh7ygw","		fri dec 27 11:22:26 nzdt 2013",3,27/12/2013 11:22,Good,
1927,"recieving message ""package file was not signet correctly""	cant update  current version: 2.0.4  motorola droid pro android 2.2.1.","		cid-gp:aoqptof3gjcraexla_gfptisvouhj_9ngrqc-fj3ejveqjs0o_yk0ongkpdevv5zrtnjy_fnt89w0yiyionxhw","		fri dec 27 08:49:01 nzdt 2013",4,27/12/2013 8:49,Good,
1928,"very good app	works fine.","		cid-gp:aoqptoeqlrn9i3mbupeqsxcdh49gjww0-2lozbefqe4nguhr1vq5dmefdwrtomofbuvj1rubq46izje8cu5soa","		fri dec 27 07:24:23 nzdt 2013",5,27/12/2013 7:24,Good,
1929,"top	nice.","		cid-gp:aoqptof34yhmds2wwpttjsipuciqfqzyrjeazcncko1e1mhmqv-paqisjkdffug46wk6jkr99mn_zxiuxn37sg","		fri dec 27 03:35:12 nzdt 2013",1,27/12/2013 3:35,Bad,
1930,"havoc :	nt bad.","		cid-gp:aoqptohvkmtjl99k6xtymnlkyo8lcztcjnzsb5juxdyaehu5x3nkvcn7atfwxyyuuynxlyaoizk1zp9s8y4baq","		fri dec 27 01:23:32 nzdt 2013",5,27/12/2013 1:23,Good,
1931,very nice helpful.,"		cid-gp:aoqptof1kid65jd5wgesv0gyziho39dpha1f44ecbvjrflimidbyjrp4-gotwrzhpfzi3l4b2kakezzdx1updg","		fri dec 27 01:10:34 nzdt 2013",5,27/12/2013 1:10,Good,
